Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
1,tt2604704,2015-01-28,2015-01-28,,Reipu zonbi: Lust of the dead 2,https://www.imdb.com/title/tt2604704/,movie,3.9,67,2013,Horror,258,2013-03-23,Naoyuki Tomomatsu
2,tt2436516,2015-01-28,2015-01-28,,Go Goa Gone,https://www.imdb.com/title/tt2436516/,movie,6.6,108,2013,"Action, Adventure, Comedy, Horror",10462,2013-05-10,"Raj Nidimoru, Krishna D.K."
3,tt2573822,2015-01-28,2015-01-28,,Utopia,https://www.imdb.com/title/tt2573822/,movie,6.6,72,2013,"Horror, Music",70,2013-03-17,Daniel William Bones
4,tt2820808,2015-01-28,2015-01-28,,Area 407: Part Two,https://www.imdb.com/title/tt2820808/,movie,3.5,,2013,"Horror, Thriller",35,2013-11-27,Jay Lee
5,tt2279241,2015-01-28,2015-01-28,,Rockabilly Zombie Weekend,https://www.imdb.com/title/tt2279241/,movie,3.7,88,2013,Horror,275,2013-02-17,Jaime Velez Soto
6,tt2542616,2015-01-28,2015-01-28,,Miss Zombie,https://www.imdb.com/title/tt2542616/,movie,6.2,85,2013,Horror,447,2013-09-09,SABU
7,tt2344508,2015-01-28,2015-01-28,,Night of the Living 3D Dead,https://www.imdb.com/title/tt2344508/,movie,5.6,96,2013,Horror,156,2013-10-07,Samuel Victor
8,tt2390968,2015-01-28,2015-01-28,,Bloody Border,https://www.imdb.com/title/tt2390968/,movie,4.6,92,2013,"Action, Horror, Western",23,2013-10-29,Bryan C. Goff
9,tt2848896,2015-01-28,2015-01-28,,Degenerates,https://www.imdb.com/title/tt2848896/,movie,5.8,105,2013,"Action, Thriller",24,2013-03-15,Carlos Suarez
10,tt2633598,2015-01-28,2015-01-28,,Rise of the Zombie,https://www.imdb.com/title/tt2633598/,movie,3.9,86,2013,"Drama, Horror, Thriller",332,2013-04-05,"Luke Kenny, Devaki Singh"
11,tt2673854,2015-01-28,2015-01-28,,Midget Zombie Takeover,https://www.imdb.com/title/tt2673854/,movie,5.4,73,2013,"Comedy, Horror",70,2013-02-08,Glenn Berggoetz
12,tt1832932,2015-01-28,2015-01-28,,Dead Man Working,https://www.imdb.com/title/tt1832932/,movie,5.6,71,2013,Comedy,29,2013-03-08,L.E. Salas
13,tt1588173,2015-01-28,2015-01-28,,Warm Bodies,https://www.imdb.com/title/tt1588173/,movie,6.9,98,2013,"Comedy, Horror, Romance",209476,2013-01-16,Jonathan Levine
14,tt0816711,2015-01-28,2015-01-28,,World War Z,https://www.imdb.com/title/tt0816711/,movie,7.0,116,2013,"Action, Adventure, Horror, Sci-Fi, Thriller",557031,2013-06-02,Marc Forster
15,tt2450186,2015-01-28,2015-01-28,,V/H/S/2,https://www.imdb.com/title/tt2450186/,movie,6.1,96,2013,"Horror, Thriller",33555,2013-01-19,"Gregg Hale, Jason Eisener, Adam Wingard, Simon Barrett, Gareth Evans, Eduardo Sánchez, Timo Tjahjanto"
16,tt1709143,2015-01-28,2015-01-28,,The Last Days on Mars,https://www.imdb.com/title/tt1709143/,movie,5.5,98,2013,"Adventure, Horror, Sci-Fi, Thriller",33260,2013-05-20,Ruairi Robinson
17,tt2071550,2015-01-28,2015-01-28,,Open Grave,https://www.imdb.com/title/tt2071550/,movie,6.3,102,2013,"Horror, Mystery, Thriller",25699,2013-08-14,Gonzalo López-Gallego
18,tt2093270,2015-01-28,2015-01-28,,The Returned,https://www.imdb.com/title/tt2093270/,movie,5.9,98,2013,"Crime, Drama, Sci-Fi, Thriller",7785,2013-10-18,Manuel Carballo
19,tt2784512,2015-01-28,2015-01-28,,Zombeavers,https://www.imdb.com/title/tt2784512/,movie,4.8,77,2014,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",14952,2014-04-13,Jordan Rubin
20,tt2581244,2015-01-28,2015-01-28,,Life After Beth,https://www.imdb.com/title/tt2581244/,movie,5.6,89,2014,"Comedy, Fantasy, Horror, Romance",18137,2014-01-19,Jeff Baena
21,tt2832470,2015-01-28,2015-01-28,,Død snø 2,https://www.imdb.com/title/tt2832470/,movie,6.9,100,2014,"Action, Comedy, Horror",20652,2014-01-19,Tommy Wirkola
22,tt3339674,2015-01-28,2015-01-28,,Burying the Ex,https://www.imdb.com/title/tt3339674/,movie,5.4,89,2014,"Comedy, Horror, Romance",9184,2014-09-04,Joe Dante
23,tt3608654,2015-01-28,2015-01-28,,The Coed and the Zombie Stoner,https://www.imdb.com/title/tt3608654/,movie,3.7,91,2014,"Comedy, Horror, Romance, Sci-Fi",1166,2014-04-18,Glenn Miller
24,tt2836260,2015-01-28,2015-01-28,,Chrysalis,https://www.imdb.com/title/tt2836260/,movie,4.7,100,2014,"Drama, Horror, Sci-Fi",887,2014-04-24,John Klein
25,tt2787824,2015-01-28,2015-01-28,,Goal of the Dead,https://www.imdb.com/title/tt2787824/,movie,5.5,140,2014,"Comedy, Horror",1312,2014-02-27,"Thierry Poiraud, Benjamin Rocher"
26,tt2417970,2015-01-28,2015-01-28,,Dead Within,https://www.imdb.com/title/tt2417970/,movie,3.9,91,2014,"Drama, Horror, Thriller",961,2014-08-23,Ben Wagner
27,tt2240046,2015-01-28,2015-01-28,,Pro Wrestlers vs Zombies,https://www.imdb.com/title/tt2240046/,movie,3.6,88,2014,"Action, Comedy, Horror, Thriller",397,2014-03-28,Cody Knotts
28,tt3026102,2015-01-28,2015-01-28,,Phantasmagoria,https://www.imdb.com/title/tt3026102/,movie,4.6,80,2014,"Fantasy, Horror, Mystery, Thriller",91,2014-05-20,"Domiziano Cristopharo, Mickael Abbate, Tiziano Martella"
29,tt2366806,2015-01-28,2015-01-28,,Lazarus: Apocalypse,https://www.imdb.com/title/tt2366806/,movie,5.0,90,2014,"Crime, Horror, Mystery, Thriller",75,2014-05-31,Thomas J. Churchill
30,tt3789946,2015-01-28,2015-01-28,,Dixie y la rebelión zombi,https://www.imdb.com/title/tt3789946/,movie,4.9,82,2014,Animation,176,2014-09-20,"Beñat Beitia, MJ Lallo, Ricardo Ramón"
31,tt3171784,2015-01-28,2015-01-28,,Beautiful People,https://www.imdb.com/title/tt3171784/,movie,3.8,75,2014,Horror,399,2014-07-18,Brini Amerigo
32,tt2536124,2015-01-28,2015-01-28,,I Survived a Zombie Holocaust,https://www.imdb.com/title/tt2536124/,movie,5.0,104,2014,"Comedy, Horror",1025,2014-08-23,Guy Pigden
33,tt2986752,2015-01-28,2015-01-28,,Beyond Redemption: Space Captain,https://www.imdb.com/title/tt2986752/,movie,5.2,109,2014,"Adventure, Comedy, Horror, Sci-Fi",38,2014-08-02,Paul Day
34,tt3918252,2015-01-28,2015-01-28,,The Digital Dead: Rise of the Zombies,https://www.imdb.com/title/tt3918252/,movie,5.6,110,2014,Horror,45,2014-08-01,Wendell Cowart
35,tt3318014,2015-01-28,2015-01-28,,The Mothertown,https://www.imdb.com/title/tt3318014/,movie,7.6,90,2014,"Comedy, Horror",30,2014-12-21,John Williams
36,tt2170114,2015-01-28,2015-01-28,,Heaven Is Hell,https://www.imdb.com/title/tt2170114/,movie,7.0,115,2014,"Action, Comedy, Fantasy, Horror",38,2014-09-05,"Chris Sato, Mike Meyer"
37,tt1309187,2015-01-28,2015-01-28,,Revenge of the Bimbot Zombie Killers,https://www.imdb.com/title/tt1309187/,movie,4.9,76,2014,"Comedy, Sci-Fi",62,2014-11-01,Joe Camareno
38,tt3387582,2015-01-28,2015-01-28,,Ojuju,https://www.imdb.com/title/tt3387582/,movie,5.6,95,2014,"Horror, Thriller",27,2014-11-11,C.J. 'Fiery' Obasi
39,tt3891156,2015-01-28,2015-01-28,,Meltdown,https://www.imdb.com/title/tt3891156/,movie,4.1,85,2014,"Comedy, Horror, Sci-Fi",55,2014-08-16,Jacob O'Brien Mulliken
40,tt3666644,2015-01-28,2015-01-28,,Scarewaves,https://www.imdb.com/title/tt3666644/,movie,4.5,82,2014,Horror,143,2014-09-26,Henrique Couto
41,tt3578576,2015-01-28,2015-01-28,,What Tomorrow Brings,https://www.imdb.com/title/tt3578576/,movie,7.2,102,2014,Horror,10,2014-02-15,Bronson Mosley
42,tt1615477,2015-01-28,2015-01-28,,The Half-Life Horror from Hell or: Irradiated Satan Rocks the World!,https://www.imdb.com/title/tt1615477/,movie,6.8,111,2014,"Comedy, Horror",23,2014-10-26,Mark Mackner
43,tt3686782,2015-01-28,2015-01-28,,Paranormal Bad Trip 3D,https://www.imdb.com/title/tt3686782/,movie,4.6,72,2014,"Comedy, Fantasy, Horror",14,2014-04-21,Frédéric Grousset
44,tt3229748,2015-01-28,2015-01-28,,Geek Undead,https://www.imdb.com/title/tt3229748/,movie,,,2014,Horror,,2014-10-28,Jason Jackson
45,tt3727566,2015-01-28,2015-01-28,,Til Death,https://www.imdb.com/title/tt3727566/,movie,5.8,,2017,"Comedy, Horror",6,2017-07-01,Vanessa Roman
46,tt3466380,2015-01-28,2015-01-28,,The Devil in White,https://www.imdb.com/title/tt3466380/,movie,4.1,113,2014,"Horror, Sci-Fi",33,2014-01-27,Michael Fredianelli
47,tt3625400,2015-01-28,2015-01-28,,Haisai zonbi,https://www.imdb.com/title/tt3625400/,movie,3.8,45,2014,,6,2014-03-01,Sôichi Takayama
48,tt2121251,2015-01-28,2015-01-28,,Ame-agari no kimi,https://www.imdb.com/title/tt2121251/,movie,,,2014,Horror,,2014-02-15,Bishop Koyama
49,tt1259521,2015-01-28,2015-01-28,,The Cabin in the Woods,https://www.imdb.com/title/tt1259521/,movie,7.0,95,2011,Horror,341005,2011-12-11,Drew Goddard
50,tt0837562,2015-01-28,2015-01-28,,Hotel Transylvania,https://www.imdb.com/title/tt0837562/,movie,7.1,91,2012,"Animation, Comedy, Family, Fantasy, Horror",205933,2012-09-08,Genndy Tartakovsky
51,tt2105044,2015-01-28,2015-01-28,,V/H/S,https://www.imdb.com/title/tt2105044/,movie,5.8,116,2012,"Horror, Thriller",53391,2012-01-22,"Adam Wingard, Tyler Gillett, Matt Bettinelli-Olpin, David Bruckner, Glenn McQuaid, Chad Villella, Joe Swanberg, Justin Martinez, Radio Silence, Ti West"
52,tt1623288,2015-01-28,2015-01-28,,ParaNorman,https://www.imdb.com/title/tt1623288/,movie,7.0,92,2012,"Animation, Adventure, Comedy, Family, Fantasy",87718,2012-08-03,"Sam Fell, Chris Butler"
53,tt0829176,2015-01-28,2015-01-28,,Gallowwalkers,https://www.imdb.com/title/tt0829176/,movie,3.6,90,2012,"Action, Horror, Thriller, Western",6818,2012-10-27,Andrew Goth
54,tt1362058,2015-01-28,2015-01-28,,Cockneys vs Zombies,https://www.imdb.com/title/tt1362058/,movie,5.9,88,2012,"Action, Comedy, Horror",17488,2012-08-23,Matthias Hoene
55,tt1865346,2015-01-28,2015-01-28,,Detention of the Dead,https://www.imdb.com/title/tt1865346/,movie,4.6,87,2012,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",2424,2012-04-27,Alex Craig Mann
56,tt2272350,2015-01-28,2015-01-28,,The Battery,https://www.imdb.com/title/tt2272350/,movie,6.4,101,2012,"Adventure, Drama, Horror",7581,2012-10-13,Jeremy Gardner
57,tt1989485,2015-01-28,2015-01-28,,Dead Before Dawn 3D,https://www.imdb.com/title/tt1989485/,movie,4.7,88,2012,"Adventure, Comedy, Horror",3139,2012-09-28,April Mullen
58,tt2075341,2015-01-28,2015-01-28,,The Last Man(s) on Earth,https://www.imdb.com/title/tt2075341/,movie,3.4,86,2012,"Adventure, Comedy, Fantasy, Sci-Fi, Thriller",173,2015-01-20,Aaron Hultgren
59,tt2297164,2015-01-28,2015-01-28,,In-lyu-myeol-mang-bo-go-seo,https://www.imdb.com/title/tt2297164/,movie,5.9,115,2012,"Comedy, Drama, Fantasy, Sci-Fi",2985,2012-04-11,"Jee-woon Kim, Pil-sung Yim"
60,tt1928123,2015-01-28,2015-01-28,,Before Dawn,https://www.imdb.com/title/tt1928123/,movie,4.8,82,2013,Horror,658,2013-02-02,Dominic Brunt
61,tt1912982,2015-01-28,2015-01-28,,A Little Bit Zombie,https://www.imdb.com/title/tt1912982/,movie,5.3,87,2012,"Comedy, Horror, Sci-Fi",2592,2012-02-04,Casey Walker
62,tt2006801,2015-01-28,2015-01-28,,Night of the Living Dead: Resurrection,https://www.imdb.com/title/tt2006801/,movie,2.7,86,2012,Horror,1251,2012-11-30,James Plumb
63,tt2084934,2015-01-28,2015-01-28,,Zombibi,https://www.imdb.com/title/tt2084934/,movie,4.9,90,2012,"Comedy, Horror",1383,2012-02-15,"Erwin van den Eshof, Martijn Smits"
64,tt2364997,2015-01-28,2015-01-28,,Zombies Vs. Strippers,https://www.imdb.com/title/tt2364997/,movie,3.5,75,2012,"Comedy, Horror",669,2012-07-09,Alex Nicolaou
65,tt2172055,2015-01-28,2015-01-28,,Sick,https://www.imdb.com/title/tt2172055/,movie,2.9,95,2012,"Horror, Sci-Fi",369,2012-11-30,Ryan M. Andrews
66,tt1650042,2015-01-28,2015-01-28,,Dead Season,https://www.imdb.com/title/tt1650042/,movie,4.8,85,2012,"Horror, Sci-Fi",2976,2012-05-15,Adam Deyoe
67,tt1778940,2015-01-28,2015-01-28,,Zombie Hamlet,https://www.imdb.com/title/tt1778940/,movie,5.2,90,2012,Comedy,114,2012-04-14,John Murlowski
68,tt2151633,2015-01-28,2015-01-28,,"Gangsters, Guns & Zombies",https://www.imdb.com/title/tt2151633/,movie,3.9,88,2012,"Comedy, Horror",703,2012-07-21,Matt Mitchell
69,tt2151849,2015-01-28,2015-01-28,,The Eschatrilogy: Book of the Dead,https://www.imdb.com/title/tt2151849/,movie,5.1,103,2012,"Fantasy, Horror",240,2012-10-07,Damian Morter
70,tt2961768,2015-01-28,2015-01-28,,Moo-seo-woon I-ya-gi,https://www.imdb.com/title/tt2961768/,movie,5.7,108,2012,Horror,455,2012-07-19,"Kyu-dong Min, Sun Kim, Dae-wung Lim, Ji-Yeong Hong, Gok Kim, Beom-sik Jeong"
71,tt2287621,2015-01-28,2015-01-28,,A Zombie Invasion,https://www.imdb.com/title/tt2287621/,movie,5.6,94,2012,Horror,79,2012-12-31,"Kely McClung, Matt Green"
72,tt1566938,2015-01-28,2015-01-28,,Portrait of a Zombie,https://www.imdb.com/title/tt1566938/,movie,3.6,89,2012,"Comedy, Drama, Horror",344,2012-03-03,Bing Bailey
73,tt1071809,2015-01-28,2015-01-28,,The Amazing Adventures of the Living Corpse,https://www.imdb.com/title/tt1071809/,movie,3.6,88,2012,"Animation, Action, Fantasy, Horror",220,2012-07-14,Justin Paul Ritter
74,tt2538176,2015-01-28,2015-01-28,,Shake Rattle and Roll Fourteen: The Invasion,https://www.imdb.com/title/tt2538176/,movie,5.0,,2012,"Action, Adventure, Comedy, Drama, Horror",59,2012-12-25,Chito S. Roño
75,tt2082478,2015-01-28,2015-01-28,,The Year After Infection,https://www.imdb.com/title/tt2082478/,movie,4.4,130,2012,Horror,89,2012-12-31,Antonio E. Greco
76,tt2224489,2015-01-28,2015-01-28,,The Dead Mile,https://www.imdb.com/title/tt2224489/,movie,6.0,,2012,Horror,42,2012-09-22,K.J. Kleefeld
77,tt1893241,2015-01-28,2015-01-28,,Frost Bite,https://www.imdb.com/title/tt1893241/,movie,3.4,93,2012,"Action, Horror",65,2012-02-17,Joe Davison
78,tt2241741,2015-01-28,2015-01-28,,Zombie eXs,https://www.imdb.com/title/tt2241741/,movie,3.1,101,2012,"Comedy, Horror",137,2012-04-01,George Smith
79,tt1642669,2015-01-28,2015-01-28,,Zombies from Outer Space,https://www.imdb.com/title/tt1642669/,movie,4.8,90,2012,"Comedy, Horror, Sci-Fi",132,2012-05-18,Martin Faltermeier
80,tt2388823,2015-01-28,2015-01-28,,Zombie Mutation,https://www.imdb.com/title/tt2388823/,movie,5.3,80,2012,Horror,21,2012-11-04,Adam A. Park
81,tt1731775,2015-01-28,2015-01-28,,Zima mertvetsov. Metelitsa,https://www.imdb.com/title/tt1731775/,movie,4.5,87,2012,"Action, Adventure, Horror",146,2012-11-03,Nikolai Pigarev
82,tt1954334,2015-01-28,2015-01-28,,Christmas with the Dead,https://www.imdb.com/title/tt1954334/,movie,5.9,88,2012,Horror,65,2012-11-25,T.L. Lankford
83,tt1958067,2015-01-28,2015-01-28,,The Zombie Christ,https://www.imdb.com/title/tt1958067/,movie,4.9,,2012,"Action, Comedy, Horror",30,,Christopher Bryan
84,tt1843843,2015-01-28,2015-01-28,,Ace the Zombie: The Motion Picture,https://www.imdb.com/title/tt1843843/,movie,6.2,110,2012,"Comedy, Horror",52,2012-01-22,Giles Shepherd
85,tt1560765,2015-01-28,2015-01-28,,Atom the Amazing Zombie Killer,https://www.imdb.com/title/tt1560765/,movie,4.6,80,2012,"Comedy, Horror",156,2012-04-20,"Richard Taylor, Zack Beins"
86,tt2090440,2015-01-28,2015-01-28,,Zombieland,https://www.imdb.com/title/tt2090440/,tvMovie,5.9,28,2013,"Adventure, Comedy, Horror",6956,2013-04-19,Eli Craig
87,tt2309398,2015-01-28,2015-01-28,,Nederdood,https://www.imdb.com/title/tt2309398/,movie,6.6,70,2012,"Drama, Horror",72,2012-11-03,Vincent Bouritius
88,tt2367876,2015-01-28,2015-01-28,,Dating a Zombie,https://www.imdb.com/title/tt2367876/,movie,6.1,80,2012,Comedy,16,2016-05-15,Jack Abele
89,tt1346849,2015-01-28,2015-01-28,,A Few Brains More,https://www.imdb.com/title/tt1346849/,movie,4.7,,2012,Horror,34,,Christine Parker
90,tt2504014,2015-01-28,2015-01-28,,Brock Wilbur: 28 Years Later,https://www.imdb.com/title/tt2504014/,movie,5.0,76,2012,Comedy,9,2012-10-31,Joe Filipas
91,tt2128493,2015-01-28,2015-01-28,,Raifu izu deddo,https://www.imdb.com/title/tt2128493/,movie,4.3,93,2012,Horror,9,2012-02-11,Kôsuke Hishinuma
92,tt2190469,2015-01-28,2015-01-28,,True Love Zombie,https://www.imdb.com/title/tt2190469/,movie,4.2,86,2012,"Comedy, Horror, Romance",29,2012-04-07,Paul Blevins
93,tt2292827,2015-01-28,2015-01-28,,Nearly Undead,https://www.imdb.com/title/tt2292827/,movie,5.8,,2012,"Action, Drama, Horror, Sci-Fi",5,2012-10-15,Christopher Kiley
94,tt2800448,2015-01-28,2015-01-28,,Wu jian zui,https://www.imdb.com/title/tt2800448/,movie,4.7,88,2012,"Horror, Sci-Fi",16,2012-11-23,Xia Yong
95,tt0808387,2015-01-28,2015-01-28,,My Dead Girlfriend,https://www.imdb.com/title/tt0808387/,movie,2.5,73,2006,"Comedy, Horror",225,2006-04-21,Brett Kelly
96,tt1193622,2015-01-28,2015-01-28,,Bled White,https://www.imdb.com/title/tt1193622/,movie,4.5,85,2009,Horror,100,2009-10-29,Jose Carlos Gomez
97,tt2199679,2015-01-28,2015-01-28,,Theatre of the Dead,https://www.imdb.com/title/tt2199679/,movie,5.5,85,2013,"Action, Horror, Thriller",75,2013-11-28,Patrick J. Gallagher
98,tt2369573,2015-01-28,2015-01-28,,Zombie Hood,https://www.imdb.com/title/tt2369573/,movie,4.1,90,2013,Horror,134,2013-06-08,Steve Best
99,tt0765430,2015-01-28,2015-01-28,,American Zombie,https://www.imdb.com/title/tt0765430/,movie,5.0,90,2007,"Comedy, Drama, Horror",1101,2007-01-18,Grace Lee
100,tt2888068,2015-01-28,2015-01-28,,Cowboy Zombies,https://www.imdb.com/title/tt2888068/,movie,2.8,88,2016,Horror,191,2016-08-22,Paul Winters
101,tt1581839,2015-01-28,2015-01-28,,Zombie Undead,https://www.imdb.com/title/tt1581839/,movie,2.3,79,2010,Horror,431,2010-01-15,Rhys Davies
102,tt0938347,2015-01-28,2015-01-28,,Virus Undead,https://www.imdb.com/title/tt0938347/,movie,3.6,95,2008,Horror,709,2008-06-30,"Ohmuthi, Wolf Wolff"
103,tt1590190,2015-01-28,2015-01-28,,The Book of Zombie,https://www.imdb.com/title/tt1590190/,movie,3.7,61,2010,"Action, Comedy, Horror",105,2010-06-19,"Erik Van Sant, Scott Kragelund, Paul Cranefield"
104,tt2053447,2015-01-28,2015-01-28,,Swamphead,https://www.imdb.com/title/tt2053447/,movie,5.6,75,2011,"Comedy, Horror",57,2011-10-22,"Justin Propp, Dustin Drover"
105,tt1820766,2015-01-28,2015-01-28,,8.13,https://www.imdb.com/title/tt1820766/,tvSeries,6.3,81,2010,"Action, Drama, Horror, Romance, Thriller",44,2010-08-12,
106,tt1753834,2015-01-28,2015-01-28,,Forever Yours,https://www.imdb.com/title/tt1753834/,movie,7.1,80,2011,Horror,68,2011-01-31,Larry Rosen
107,tt3705026,2015-01-28,2015-01-28,,Socialistický Zombi Mord,https://www.imdb.com/title/tt3705026/,movie,5.8,94,2014,Horror,144,2014-04-25,"Zuzana Paulini, Rastislav Blazek, Peter Cermak"
108,tt2267454,2015-01-28,2015-01-28,,Zombie Resurrection,https://www.imdb.com/title/tt2267454/,movie,2.8,86,2014,Horror,311,2014-10-25,"Andy Phelps, Jake Hawkins"
109,tt0379290,2015-01-28,2015-01-28,,A Four Course Meal,https://www.imdb.com/title/tt0379290/,movie,7.5,95,2005,Horror,44,2005-03-05,Clay Liford
110,tt2361551,2015-01-28,2015-01-28,,The Zombie Movie,https://www.imdb.com/title/tt2361551/,movie,4.4,,2014,"Action, Comedy, Horror, Romance, Sci-Fi",49,2014-12-01,Roni Jonah
111,tt1790033,2015-01-28,2015-01-28,,Bite Me,https://www.imdb.com/title/tt1790033/,tvSeries,7.8,,2010,"Comedy, Horror",569,2010-10-29,
112,tt3534512,2015-01-28,2015-01-28,,Bad Timing,https://www.imdb.com/title/tt3534512/,tvSeries,6.9,,2014,"Comedy, Romance",44,2014-02-14,
113,tt1206082,2015-01-28,2015-01-28,,The Dead Outside,https://www.imdb.com/title/tt1206082/,movie,4.3,86,2008,"Horror, Mystery, Thriller",1210,2008-08-24,Kerry Anne Mullaney
114,tt0244975,2015-01-28,2015-01-28,,Anaza hevun,https://www.imdb.com/title/tt0244975/,movie,6.0,132,2000,"Crime, Horror, Sci-Fi",677,2000-04-29,Jôji Iida
115,tt2965056,2015-01-30,2015-01-30,,"I, Zombie",https://www.imdb.com/title/tt2965056/,short,5.1,8,2013,"Short, Comedy, Drama, Thriller",100,2013-06-29,Dave Kilgore
116,tt0077402,2015-01-30,2015-01-30,,Dawn of the Dead,https://www.imdb.com/title/tt0077402/,movie,7.9,127,1978,"Horror, Thriller",103977,1978-09-01,George A. Romero
117,tt0088993,2015-01-30,2015-01-30,,Day of the Dead,https://www.imdb.com/title/tt0088993/,movie,7.2,96,1985,"Horror, Thriller",58370,1985-06-30,George A. Romero
118,tt0063350,2015-01-30,2015-01-30,,Night of the Living Dead,https://www.imdb.com/title/tt0063350/,movie,7.9,96,1968,Horror,105780,1968-10-01,George A. Romero
119,tt0363547,2015-01-30,2015-01-30,,Dawn of the Dead,https://www.imdb.com/title/tt0363547/,movie,7.3,101,2004,Horror,221523,2004-03-10,Zack Snyder
120,tt0418819,2015-01-30,2015-01-30,,Land of the Dead,https://www.imdb.com/title/tt0418819/,movie,6.2,93,2005,"Horror, Sci-Fi, Thriller",87469,2005-06-18,George A. Romero
121,tt0100258,2015-01-30,2015-01-30,,Night of the Living Dead,https://www.imdb.com/title/tt0100258/,movie,6.9,92,1990,Horror,36072,1990-10-19,Tom Savini
122,tt1134854,2015-01-30,2015-01-30,,Survival of the Dead,https://www.imdb.com/title/tt1134854/,movie,4.9,90,2009,"Comedy, Drama, Horror, Thriller",19421,2009-09-09,George A. Romero
123,tt0848557,2015-01-30,2015-01-30,,Diary of the Dead,https://www.imdb.com/title/tt0848557/,movie,5.7,95,2007,"Fantasy, Horror, Sci-Fi, Thriller",44349,2007-09-08,George A. Romero
124,tt0092991,2015-01-30,2015-01-30,,Evil Dead II,https://www.imdb.com/title/tt0092991/,movie,7.8,84,1987,"Comedy, Horror",136436,1987-03-13,Sam Raimi
125,tt0089907,2015-01-30,2015-01-30,,The Return of the Living Dead,https://www.imdb.com/title/tt0089907/,movie,7.4,91,1985,"Comedy, Horror, Sci-Fi",49431,1985-04-25,Dan O'Bannon
126,tt0083907,2015-01-30,2015-01-30,,The Evil Dead,https://www.imdb.com/title/tt0083907/,movie,7.5,85,1981,Horror,170889,1981-10-15,Sam Raimi
127,tt0106308,2015-01-30,2015-01-30,,Army of Darkness,https://www.imdb.com/title/tt0106308/,movie,7.6,81,1992,"Comedy, Horror",152237,1992-10-09,Sam Raimi
128,tt0080057,2015-01-30,2015-01-30,,Zombi 2,https://www.imdb.com/title/tt0080057/,movie,6.9,91,1979,Horror,23369,1979-08-25,Lucio Fulci
129,tt0081318,2015-01-30,2015-01-30,,Paura nella città dei morti viventi,https://www.imdb.com/title/tt0081318/,movie,6.3,93,1980,Horror,14114,1980-08-11,Lucio Fulci
130,tt0096511,2015-01-30,2015-01-30,,Zombi 3,https://www.imdb.com/title/tt0096511/,movie,4.9,95,1988,"Action, Horror, Sci-Fi",4024,1988-06-30,"Claudio Fragasso, Bruno Mattei, Lucio Fulci"
131,tt0082559,2015-01-30,2015-01-30,,Virus,https://www.imdb.com/title/tt0082559/,movie,5.0,99,1980,"Horror, Sci-Fi, Thriller",4132,1980-11-17,"Claudio Fragasso, Bruno Mattei"
132,tt0081248,2015-01-30,2015-01-30,,Le notti del terrore,https://www.imdb.com/title/tt0081248/,movie,5.7,85,1981,Horror,4570,1981-01-23,Andrea Bianchi
133,tt0080931,2015-01-30,2015-01-30,,Incubo sulla città contaminata,https://www.imdb.com/title/tt0080931/,movie,5.7,92,1980,"Horror, Sci-Fi, Thriller",5031,1980-12-11,Umberto Lenzi
134,tt0218088,2015-01-30,2015-01-30,,Cementerio del terror,https://www.imdb.com/title/tt0218088/,movie,5.1,88,1985,"Horror, Fantasy, Thriller",438,1985-07-12,Rubén Galindo Jr.
135,tt1733578,2015-01-30,2015-01-30,,World of the Dead: The Zombie Diaries,https://www.imdb.com/title/tt1733578/,movie,3.8,88,2011,"Action, Horror, Sci-Fi",2285,2011-06-24,"Michael G. Bartlett, Kevin Gates"
136,tt1893415,2015-01-30,2015-01-30,,The Dead Inside,https://www.imdb.com/title/tt1893415/,movie,3.8,116,2013,"Action, Horror, Sci-Fi",333,2013-10-14,Andrew Gilbert
137,tt1839385,2015-01-30,2015-01-30,,28 Hours Later: The Zombie Movie,https://www.imdb.com/title/tt1839385/,movie,4.8,56,2010,"Action, Comedy, Horror",105,2010-10-30,Daniel M. Seibert
138,tt2401801,2015-01-30,2015-01-30,,The Zombie Vlogs,https://www.imdb.com/title/tt2401801/,movie,4.8,47,2013,Horror,23,2013-02-03,J.C. Doler
139,tt1604064,2015-01-30,2015-01-30,,Zombie Beach,https://www.imdb.com/title/tt1604064/,movie,6.0,71,2010,"Action, Comedy, Horror, Musical, Mystery, Romance, Thriller",544,2010-06-18,Mukesh Asopa
140,tt2081438,2015-01-30,2015-01-30,,Zombie Massacre,https://www.imdb.com/title/tt2081438/,movie,2.3,87,2013,"Action, Horror, Sci-Fi",1644,2013-07-01,"Luca Boni, Marco Ristori"
141,tt1692954,2015-01-30,2015-01-30,,Zombie Roadkill,https://www.imdb.com/title/tt1692954/,tvSeries,6.5,,2010,"Short, Comedy, Horror",174,2010-10-04,
142,tt3062158,2015-01-30,2015-01-30,,Todd the Zombie,https://www.imdb.com/title/tt3062158/,tvSeries,7.0,20,2011,Animation,25,2011-05-05,
143,tt2722940,2015-01-30,2015-01-30,,Attack of the Pig-Zombies!,https://www.imdb.com/title/tt2722940/,tvSeries,7.0,,2012,"Action, Comedy, Drama, Horror, Thriller",43,2012-07-24,
144,tt1285482,2015-01-30,2015-01-30,,Dead Set,https://www.imdb.com/title/tt1285482/,tvMiniSeries,7.7,141,2008,"Comedy, Drama, Horror",17009,2008-10-18,
